token,word,pos,contfunc,tobiaccent,tobiboundary,accented,boundary,prenuclear,nuclear,accenttype,filename,wordmin,wordmax,stressmin,stressmax,svmin,svmax,sv,phonwordmin,phonwordmax,phonword,durword,durstress,dursv,durphonword,word.phonerate,word.syllrate,stress.phonerate,stress.syllrate,phonword.phonerate,phonword.syllrate,int.sv,f0.word.max,f0.word.min,f0.word.range,f0.stress.max,f0.stress.min,f0.stress.range,f0.sv.max,f0.sv.min,f0.sv.range,log.f0.word.max,log.f0.stress.max,log.f0.sv.max,log.f0.word.max.norm,log.f0.stress.max.norm,log.f0.sv.max.norm,int.sv.norm,word.phonerate.norm,word.syllrate.norm,stress.phonerate.norm,stress.syllrate.norm,phonerate.file.mean,phonerate.file.sd,syllrate.file.mean,syllrate.file.sd,word.phonerate.norm.file,word.syllrate.norm.file,stress.phonerate.norm.file,stress.syllrate.norm.file,phonword.phonerate.norm.file,phonword.syllrate.norm.file,log.wordfreq.google,log.wordfreq.switchboard,log.wordfreq.buckeye,ba.16,pa.16,bm.16,pm.16,bi.16,pi.16,ba.32,pa.32,bm.32,pm.32,bi.32,pi.32,t01.ba,t02.ba,t03.ba,t04.ba,t05.ba,t06.ba,t07.ba,t08.ba,t09.ba,t10.ba,t11.ba,t12.ba,t13.ba,t14.ba,t15.ba,t16.ba,t17.ba,t18.ba,t19.ba,t20.ba,t21.ba,t22.ba,t23.ba,t24.ba,t25.ba,t26.ba,t27.ba,t28.ba,t29.ba,t30.ba,t31.ba,t32.ba,t01.pa,t02.pa,t03.pa,t04.pa,t05.pa,t06.pa,t07.pa,t08.pa,t09.pa,t10.pa,t11.pa,t12.pa,t13.pa,t14.pa,t15.pa,t16.pa,t17.pa,t18.pa,t19.pa,t20.pa,t21.pa,t22.pa,t23.pa,t24.pa,t25.pa,t26.pa,t27.pa,t28.pa,t29.pa,t30.pa,t31.pa,t32.pa,t01.bm,t02.bm,t03.bm,t04.bm,t05.bm,t06.bm,t07.bm,t08.bm,t09.bm,t10.bm,t11.bm,t12.bm,t13.bm,t14.bm,t15.bm,t16.bm,t17.bm,t18.bm,t19.bm,t20.bm,t21.bm,t22.bm,t23.bm,t24.bm,t25.bm,t26.bm,t27.bm,t28.bm,t29.bm,t30.bm,t31.bm,t32.bm,t01.pm,t02.pm,t03.pm,t04.pm,t05.pm,t06.pm,t07.pm,t08.pm,t09.pm,t10.pm,t11.pm,t12.pm,t13.pm,t14.pm,t15.pm,t16.pm,t17.pm,t18.pm,t19.pm,t20.pm,t21.pm,t22.pm,t23.pm,t24.pm,t25.pm,t26.pm,t27.pm,t28.pm,t29.pm,t30.pm,t31.pm,t32.pm,t01.bi,t02.bi,t03.bi,t04.bi,t05.bi,t06.bi,t07.bi,t08.bi,t09.bi,t10.bi,t11.bi,t12.bi,t13.bi,t14.bi,t15.bi,t16.bi,t17.bi,t18.bi,t19.bi,t20.bi,t21.bi,t22.bi,t23.bi,t24.bi,t25.bi,t26.bi,t27.bi,t28.bi,t29.bi,t30.bi,t31.bi,t32.bi,t01.pi,t02.pi,t03.pi,t04.pi,t05.pi,t06.pi,t07.pi,t08.pi,t09.pi,t10.pi,t11.pi,t12.pi,t13.pi,t14.pi,t15.pi,t16.pi,t17.pi,t18.pi,t19.pi,t20.pi,t21.pi,t22.pi,t23.pi,t24.pi,t25.pi,t26.pi,t27.pi,t28.pi,t29.pi,t30.pi,t31.pi,t32.pi,max.f0.sv.st,min.f0.sv.st,range.f0.sv.st,vel.f0.sv.st,mintime,maxtime,jump,max.f0.sv.st.norm
258,say,Verb,Content,NA,L-,0,1,0,0,0,s10-1,13.4824375,13.7224375,13.4824375,13.7224375,13.5935255,13.7224375,ey,13.4824375,13.7224375,say,0.24,0.24,0.111088,0.24,8.333333333,4.166666667,8.333333333,4.166666667,8.333333333,4.166666667,61.86750552,156.6525146,138.5792381,18.07327642,156.6525146,138.5792381,18.07327642,156.6525146,138.5792381,18.07327642,5.054030069,5.054030069,5.054030069,-0.815962267,-0.711267581,-0.501315106,-0.294194356,-1.719193742,-1.273894148,-1.556862473,-1.114429749,15.16135,3.556076,6.064988,1.808018,-1.920098633,-1.049946037,-1.920098633,-1.049946037,-1.920098633,-1.049946037,-8.884545,-6.651267,-6.304477,0.1875,0,0.25,0,0.375,0.0625,0.21875,0,0.25,0.03125,0.53125,0.03125,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.61033221,85.39901383,-1.211318376,-19.85767829,13.6575,13.5965,none,-0.7334871692
259,yknow,Discourse,Function,NA,L-,0,1,0,0,0,s10-1,13.7224375,13.9124375,13.8315675,13.9124375,13.8727885,13.9124375,ow,13.7224375,13.9124375,yknow,0.19,0.08087,0.041221,0.19,21.05263158,10.52631579,24.73104983,12.36552492,21.05263158,10.52631579,59.89279179,146.9922053,132.5838481,14.40835728,142.1903566,132.5838481,9.606508582,136.5145314,132.5838481,3.930683294,4.99037956,4.9571667,4.916431066,-1.244972807,-1.327696864,-1.408443988,-0.745296861,0.204256094,0.325182298,0.562944498,0.649431387,15.16135,3.556076,6.064988,1.808018,1.656680447,2.46752399,2.691084171,3.484775548,1.656680447,2.46752399,-18.701984,-14.191357,-4.351893,0.1875,0,0.1875,0,0.5,0.0625,0.15625,0,0.1875,0,0.53125,0.03125,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.10903821,84.7368003,-0.3722379117,-10.63536891,13.9085,13.8735,none,-1.320479104
260,look,Verb,Content,L+H*,NA,1,0,1,0,1,s10-1,13.9124375,14.0784375,13.9124375,14.0784375,13.9725625,14.0129375,uh,13.9124375,14.3474375,look at these,0.166,0.166,0.060125,0.435,18.07228916,6.024096386,18.07228916,6.024096386,18.3908046,6.896551724,67.89895198,200.2933894,134.7742592,65.51913017,200.2933894,134.7742592,65.51913017,200.2933894,179.7780243,20.51536511,5.299783239,5.299783239,5.299783239,0.889181805,0.873338109,0.85198498,1.680138113,-0.070331973,-0.461458978,-0.149897462,-0.508306461,15.16135,3.556076,6.064988,1.808018,0.818581818,-0.022616818,0.818581818,-0.022616818,0.908151175,0.459931109,-8.959969,-7.439087,-6.966853,0,0.125,0,0.25,0,0.25,0,0.25,0,0.28125,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,91.50897048,89.90879054,1.600179935,59.26592352,13.9735,14.0005,none,0.9941756865
261,at,Preposition,Function,NA,NA,0,0,0,0,0,s10-1,14.0784375,14.1424375,14.0784375,14.1424375,14.0784375,14.1125625,eh,14.0784375,14.0784375,NA,0.064,0.064,0.034125,0,31.25,15.625,31.25,15.625,0,0,59.35443447,206.481218,185.4328451,21.04837281,206.481218,185.4328451,21.04837281,206.481218,185.4328451,21.04837281,5.330209454,5.330209454,5.330209454,1.074981997,1.034490529,0.988746182,-0.704628981,1.634600426,1.545895915,1.456966262,1.38635444,15.16135,3.556076,6.064988,1.808018,4.524270572,5.287564615,4.524270572,5.287564615,-4.263505617,-3.354495365,-6.198112,-5.671767,-5.486627,0,0.0625,0,0,0,0,0,0.09375,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91.08800464,90.40680696,-0.6811976812,-29.61729049,14.1045,14.0815,none,0.7626722214
262,these,Determiner,Function,NA,NA,0,0,0,0,0,s10-1,14.1424375,14.3474375,14.1424375,14.3474375,14.1725625,14.2643815,iy,14.1424375,14.1424375,NA,0.205,0.205,0.030125,0,14.63414634,4.87804878,14.63414634,4.87804878,0,0,61.97439779,174.9000469,155.0357226,19.86432438,174.9000469,155.0357226,19.86432438,174.9000469,155.0357226,19.86432438,5.16421465,5.16421465,5.16421465,-0.002805459,-0.002805459,-0.002805459,0.101499956,-0.579591993,-0.399792073,-0.579591993,-0.399792073,15.16135,3.556076,6.064988,1.808018,-0.148254328,-0.656486395,-0.148254328,-0.656486395,-4.263505617,-3.354495365,-7.835025,-7.022007,-6.592159,0,0.1875,0,0.125,0,0,0,0.15625,0,0.09375,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,89.33402124,87.38383556,1.950185683,52.70772117,14.2005,14.2375,none,0.08403365197
263,test,Adjective,Content,H*,NA,1,0,0,1,2,s10-1,14.3474375,14.5624375,14.3474375,14.5624375,14.4210185,14.5025625,eh,14.3474375,14.5624375,test,0.215,0.215,0.073581,0.215,13.95348837,4.651162791,13.95348837,4.651162791,13.95348837,4.651162791,60.08165723,168.1676338,157.2279043,10.93972942,168.1676338,157.2279043,10.93972942,168.1676338,160.7108319,7.456801889,5.124961302,5.124961302,5.124961302,0.015536265,0.015536265,0.016865059,0.229079504,-0.60892982,-0.414987823,-0.60892982,-0.414987823,15.16135,3.556076,6.064988,1.808018,-0.339661365,-0.781975185,-0.339661365,-0.781975185,-0.339661365,-0.781975185,-9.172405,-9.091491,-10.46336,0,0.375,0,0.4375,0,0.375,0,0.40625,0,0.46875,0,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,88.69887592,87.90147174,-0.797404178,-19.93510445,14.5025,14.4625,none,0.177979246
264,scores,Noun,Content,NA,L-L%,0,1,0,0,0,s10-1,14.5624375,14.8754375,14.5624375,14.8754375,14.6625625,14.7136825,ao,14.5624375,15.1824375,scores because it,0.313,0.313,0.040125,0.62,15.97444089,3.194888179,15.97444089,3.194888179,16.12903226,4.838709677,58.66767403,134.8662345,121.1588327,13.70740175,134.8662345,121.1588327,13.70740175,134.8662345,121.1679603,13.69827423,4.904283432,4.904283432,4.904283432,-1.282176351,-1.282176351,-1.281422493,-0.300781344,0.464677125,-1.105946675,0.464677125,-1.105946675,15.16135,3.556076,6.064988,1.808018,0.228648346,-1.587428787,0.228648346,-1.587428787,0.272120803,-0.678244532,-11.273596,-11.300986,-10.46336,0.375,0.3125,0.375,0.375,0.25,0.25,0.25,0.34375,0.34375,0.4375,0.40625,0.25,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,84.94366268,83.10105376,-1.842608913,-39.20444497,14.7135,14.6665,none,-1.205316796
265,because,Conjunction,Function,NA,NA,0,0,0,0,0,s10-1,14.8754375,15.0624375,14.8754375,15.0624375,14.9311135,14.9925625,ah,14.8754375,14.8754375,NA,0.187,0.187,0.055676,0,16.04278075,5.347593583,16.04278075,5.347593583,0,0,58.78024244,162.2687452,64.78862309,97.48012207,162.2687452,64.78862309,97.48012207,162.103129,136.3913362,25.7117928,5.089253881,5.089253881,5.088232731,0.176587802,0.19634796,0.190335708,-0.239792924,-0.006628382,-0.297428891,-0.109654016,-0.316093399,15.16135,3.556076,6.064988,1.808018,0.247866117,-0.396784997,0.247866117,-0.396784997,-4.263505617,-3.354495365,-8.375466,-5.855207,-5.111502,0.0625,0,0.0625,0,0.0625,0.0625,0.09375,0.03125,0.0625,0,0.0625,0.03125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.38589102,85.35043597,-2.035455057,-33.36811569,14.9925,14.9315,none,-0.0354863457
266,it,Pronoun,Function,NA,NA,0,0,0,0,0,s10-1,15.0624375,15.1824375,15.0624375,15.1824375,15.0624375,15.1525625,ih,15.0624375,15.0624375,NA,0.12,0.12,0.090125,0,16.66666667,8.333333333,16.66666667,8.333333333,0,0,56.74279905,142.1010827,69.98228725,72.11879547,142.1010827,69.98228725,72.11879547,142.1010827,69.98228725,72.11879547,4.956538654,4.956538654,4.956538654,-0.742021211,-0.74713852,-0.740341597,-1.274216786,-0.33061408,0.833163744,0.347440285,0.783083016,15.16135,3.556076,6.064988,1.808018,0.423308351,1.254603291,0.423308351,1.254603291,-4.263505617,-3.354495365,-6.212557,-4.018912,-4.188598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.70046174,84.62736923,-1.073092509,-19.5107729,15.1215,15.0665,none,-0.7101772222
267,really,Adverb,Content,L+H*,NA,1,0,0,1,2,s10-1,15.1824375,15.4094375,15.1824375,15.2907615,15.2525625,15.2907615,ih,15.1824375,15.4094375,really,0.227,0.108324,0.070125,0.227,17.62114537,8.810572687,18.46312913,9.231564566,17.62114537,8.810572687,61.92794417,190.4965261,155.5352698,34.96125629,188.5515467,157.9111538,30.64039288,188.5515467,175.8789085,12.67263819,5.249633959,5.239371427,5.239371427,1.558028515,1.516789409,1.448791527,0.841706475,0.168085153,1.171769968,1.15342166,1.154161017,15.16135,3.556076,6.064988,1.808018,0.691716199,1.518560483,0.928489473,1.751407655,0.691716199,1.518560483,-8.836714,-5.276462,-5.70977,0,0.125,0,0.25,0,0.3125,0,0.21875,0,0.21875,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,90.60579239,89.54550993,1.06028246,28.6562827,15.2535,15.2905,none,1.544220645
268,doesn't,Contraction2,Function,NA,NA,0,0,0,0,0,s10-1,15.4094375,15.7194375,15.4094375,15.5725625,15.4762525,15.5725625,ah,15.4094375,15.7194375,doesn't,0.31,0.163125,0.066815,0.31,19.35483871,6.451612903,12.2605364,6.130268199,19.35483871,6.451612903,61.75043133,160.9764904,71.33509895,89.64139141,160.9764904,147.2215332,13.75495716,160.2567624,151.7314029,8.52535951,5.081258332,5.081258332,5.076777294,0.335666474,0.403058823,0.447720627,0.192509945,1.040616775,0.048660913,-1.070007221,0.046578293,15.16135,3.556076,6.064988,1.808018,1.179246087,0.213839079,-0.815734422,0.036105945,1.179246087,0.213839079,-16.893221,-14.191357,-7.131156,0,0.375,0,0.4375,0,0.375,0,0.28125,0,0.40625,0,0.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,87.63571297,86.91663274,-0.7190802303,-7.732045487,15.5725,15.4795,none,0.3961566794
269,reflect,Verb,Content,NA,L-,0,1,0,0,0,s10-1,15.7194375,16.1224375,15.8070455,16.1224375,15.9625625,16.0430275,eh,15.7194375,16.4424375,reflect what's,0.403,0.315392,0.115517,0.723,17.36972705,4.962779156,15.85328734,3.170657468,15.21438451,4.149377593,61.03997287,150.3185019,65.82990305,84.48859883,145.1389878,65.82990305,79.30908475,136.5315758,127.2461159,9.285459879,5.012756389,4.97769182,4.916555913,-0.195310967,-0.382488089,-0.663203276,-0.537148017,0.493752583,-0.205816698,0.59122272,-0.733581069,15.16135,3.556076,6.064988,1.808018,0.621015143,-0.609622716,0.194578895,-1.600830596,0.014913773,-1.059508482,-10.739074,-14.191357,-10.46336,0,0.375,0,0.4375,0.0625,0.25,0,0.25,0,0.375,0.03125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,85.07878356,83.95157853,-1.127205023,-14.26841802,16.0425,15.9635,none,-0.6575957943
270,what's,Contraction,Function,NA,NA,0,0,0,0,0,s10-1,16.1224375,16.4424375,16.1224375,16.4424375,16.2264575,16.2934405,ah,16.1224375,16.1224375,NA,0.32,0.32,0.10402,0,12.5,3.125,12.5,3.125,0,0,64.56613347,129.2318507,64.84844055,64.38341017,129.2318507,64.84844055,64.38341017,128.0517238,123.3368961,4.714827674,4.861608084,4.861608084,4.852434274,-1.63868013,-1.562312484,-1.356271158,1.586400764,-0.587809927,-1.201124735,-0.003931027,-0.657002177,15.16135,3.556076,6.064988,1.808018,-0.748395141,-1.626083369,-0.748395141,-1.626083369,-4.263505617,-3.354495365,-17.263894,-14.191357,-8.51745,0,0.3125,0,0.125,0,0.0625,0,0.1875,0,0.1875,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,84.02252745,83.39862794,-0.6238995149,-9.453022954,16.2925,16.2265,none,-1.298392585
271,there,Adverb2,Content,H*,L-,1,1,0,1,2,s10-1,16.4424375,16.7054375,16.4424375,16.7054375,16.4799625,16.6242335,eh,16.4424375,16.7054375,there,0.263,0.263,0.037525,0.263,11.40684411,3.802281369,11.40684411,3.802281369,11.40684411,3.802281369,60.27145738,147.9252205,111.9217197,36.00350074,147.9252205,111.9217197,36.00350074,147.9252205,128.6008716,19.32434885,4.996706879,4.996706879,4.996706879,0.48358447,0.634958075,0.869855117,-0.283587268,-0.877693543,-0.661595237,-0.681084867,-0.16952846,15.16135,3.556076,6.064988,1.808018,-1.05580024,-1.251484571,-1.05580024,-1.251484571,-1.05580024,-1.251484571,-7.669917,-5.489013,-5.092722,0.625,0.5625,0.6875,0.375,0.625,0.125,0.40625,0.375,0.59375,0.34375,0.59375,0.1875,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,86.43142777,84.11473687,-2.316690894,-16.20063562,16.6235,16.4805,none,1.275158907
